date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:04:30	7127/7127	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Jan%202019%2014:04:27%20GMT	http://www.mauritiusjobs.mu/employer	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/employer.html	(from https://www.mauritiusjobs.mu/)
18:04:31	71129/71129	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Jan%202019%2014:04:28%20GMT	https://www.mauritiusjobs.mu/jobsearch	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/jobsearch.html	(from https://www.mauritiusjobs.mu/)
18:04:31	16931/16931	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Jan%202019%2014:04:28%20GMT	http://www.mauritiusjobs.mu/contact	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/contact.html	(from https://www.mauritiusjobs.mu/)
18:04:31	32046/32046	---M-Z	200	added ('OK')	text/css	etag:W/%2254499a48-7d2e%22	https://code.jquery.com/ui/1.10.3/themes/smoothness/jquery-ui.css	E:/Downloaded%20websites/MAURITIUSJOB/code.jquery.com/ui/1.10.3/themes/smoothness/jquery-ui.css	(from https://www.mauritiusjobs.mu/)
18:04:32	44940/44940	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Jan%202019%2014:04:29%20GMT	https://www.mauritiusjobs.mu/?job=applied	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/index8b86.html	(from https://www.mauritiusjobs.mu/)
18:04:33	93435/93435	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.8.2/jquery.min.js	E:/Downloaded%20websites/MAURITIUSJOB/ajax.googleapis.com/ajax/libs/jquery/1.8.2/jquery.min.js	(from https://www.mauritiusjobs.mu/)
18:04:34	44593/44593	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Jan%202019%2014:04:31%20GMT	https://www.mauritiusjobs.mu/?job=error	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/index7a18.html	(from https://www.mauritiusjobs.mu/)
18:04:34	3802/3802	---M-Z	200	added ('OK')	text/css	etag:%22eda-543d53303ee01-gzip%22	https://www.mauritiusjobs.mu/css/slidder.css	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/css/slidder.css	(from https://www.mauritiusjobs.mu/)
18:04:35	18806/18806	---M-Z	200	added ('OK')	application/javascript	etag:%224976-543d9fbb33595-gzip%22	https://www.mauritiusjobs.mu/js/slidder.js	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/js/slidder.js	(from https://www.mauritiusjobs.mu/)
18:04:39	536521/536521	---M--	200	added ('OK')	image/png	etag:%2282fc9-543d57af239aa%22	https://www.mauritiusjobs.mu/images/call.png	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/images/call.png	(from https://www.mauritiusjobs.mu/)
18:04:40	549534/549534	---M--	200	added ('OK')	image/png	etag:%228629e-543d57ab6c6ed%22	https://www.mauritiusjobs.mu/images/cook.png	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/images/cook.png	(from https://www.mauritiusjobs.mu/)
18:04:42	532750/532750	---M--	200	added ('OK')	image/png	etag:%228210e-543d57a9738ce%22	https://www.mauritiusjobs.mu/images/fork_lift.png	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/images/fork_lift.png	(from https://www.mauritiusjobs.mu/)
18:04:44	533890/533890	---M--	200	added ('OK')	image/png	etag:%2282582-543d5775ee1af%22	https://www.mauritiusjobs.mu/images/barman.png	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/images/barman.png	(from https://www.mauritiusjobs.mu/)
18:04:44	568462/568462	---M--	200	added ('OK')	image/png	etag:%228ac8e-543d57bbbb3c2%22	https://www.mauritiusjobs.mu/images/machine.png	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/images/machine.png	(from https://www.mauritiusjobs.mu/)
18:04:46	528609/528609	---M--	200	added ('OK')	image/png	etag:%22810e1-543d5773b5bf0%22	https://www.mauritiusjobs.mu/images/construction.png	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/images/construction.png	(from https://www.mauritiusjobs.mu/)
18:04:49	608663/608663	---M--	200	added ('OK')	image/png	etag:%2294997-543d57c02cedf%22	https://www.mauritiusjobs.mu/images/industry.png	E:/Downloaded%20websites/MAURITIUSJOB/www.mauritiusjobs.mu/images/industry.png	(from https://www.mauritiusjobs.mu/)
